cellid,commid,xcoord,ycoord
5477,5575,9.24151,45.47172
5478,5575,9.24451,45.47171
5479,5575,9.24752,45.4717
5480,5687,9.25052,45.4717
5481,5687,9.25353,45.47169
5482,5687,9.25654,45.47168
5483,5687,9.25954,45.47168
5484,5687,9.26255,45.47167
5485,5687,9.26556,45.47166
5486,5687,9.26856,45.47165
5487,5687,9.27157,45.47165
5488,5687,9.27458,45.47164
5489,5687,9.27758,45.47163
5490,5687,9.28059,45.47163
5491,5687,9.2836,45.47162
5492,5687,9.2866,45.47161
5493,5687,9.28961,45.4716
5494,5395,9.29261,45.4716
5495,5395,9.29562,45.47159
5496,5395,9.29863,45.47158
5497,5395,9.30163,45.47157
5498,5100,9.30464,45.47156
5499,5100,9.30765,45.47156
5500,5100,9.31065,45.47155
5501,7005,9.01302,45.47408
5502,7005,9.01602,45.47408
5503,7005,9.01903,45.47408
5504,7005,9.02204,45.47408
5505,7005,9.02504,45.47408
5506,7005,9.02805,45.47408
5507,7005,9.03106,45.47408
5508,7005,9.03406,45.47408
5509,7005,9.03707,45.47408
5510,7005,9.04008,45.47408
5511,6015,9.04308,45.47408
5512,6015,9.04609,45.47408
5513,6015,9.0491,45.47408
5514,6015,9.0521,45.47407
5515,6015,9.05511,45.47407
5516,6015,9.05812,45.47407
5517,6015,9.06112,45.47407
5518,6015,9.06413,45.47407
5519,6015,9.06714,45.47407
5520,6015,9.07014,45.47406
5521,5320,9.07315,45.47406
5522,4826,9.07616,45.47406
5523,4826,9.07916,45.47406
5524,4826,9.08217,45.47406
5525,4826,9.08517,45.47405
5526,4826,9.08818,45.47405
5527,4826,9.09119,45.47405
5528,4826,9.09419,45.47405
5529,4826,9.0972,45.47404
5530,4826,9.10021,45.47404
5531,4826,9.10321,45.47404
5532,4826,9.10622,45.47404
5533,4826,9.10923,45.47403
5534,5437,9.11223,45.47403
5535,5437,9.11524,45.47403
5536,5437,9.11825,45.47402
5537,5437,9.12125,45.47402
5538,5639,9.12426,45.47402
5539,5639,9.12727,45.47401
5540,4826,9.13027,45.47401
5541,5441,9.13328,45.47401
5542,5441,9.13629,45.474
5543,5643,9.13929,45.474
5544,5146,9.1423,45.474
5545,5744,9.14531,45.47399
5546,5744,9.14831,45.47399
5547,5349,9.15132,45.47399
5548,5349,9.15433,45.47398
5549,5349,9.15733,45.47398
5550,5349,9.16034,45.47397
5551,5553,9.16334,45.47397
5552,5553,9.16635,45.47396
5553,5553,9.16936,45.47396
5554,5553,9.17236,45.47396
5555,5455,9.17537,45.47395
5556,5560,9.17838,45.47395
5557,5560,9.18138,45.47394
5558,5560,9.18439,45.47394
5559,5560,9.1874,45.47393
5560,5560,9.1904,45.47393
5561,5560,9.19341,45.47392
5562,5560,9.19642,45.47392
5563,5560,9.19942,45.47391
5564,5566,9.20243,45.47391
5565,5566,9.20544,45.4739
5566,5566,9.20844,45.4739
5567,5569,9.21145,45.47389
5568,5569,9.21446,45.47388
5569,5569,9.21746,45.47388
5570,5569,9.22047,45.47387
5571,5569,9.22348,45.47387
5572,5569,9.22648,45.47386
5573,5569,9.22949,45.47386
5574,5575,9.2325,45.47385
5575,5575,9.2355,45.47384
5576,5575,9.23851,45.47384
5577,5575,9.24151,45.47383
5578,5575,9.24452,45.47382
5579,5575,9.24753,45.47382
5580,5575,9.25053,45.47381
5581,5687,9.25354,45.4738
5582,5687,9.25655,45.4738
5583,5687,9.25955,45.47379
5584,5687,9.26256,45.47378
5585,5687,9.26557,45.47378
5586,5687,9.26857,45.47377
5587,5687,9.27158,45.47376
5588,5687,9.27459,45.47376
5589,5687,9.27759,45.47375
5590,5687,9.2806,45.47374
5591,5687,9.28361,45.47373
5592,5687,9.28661,45.47373
5593,5687,9.28962,45.47372
5594,5395,9.29263,45.47371
5595,5395,9.29563,45.4737
5596,5395,9.29864,45.4737
5597,5395,9.30164,45.47369
5598,5100,9.30465,45.47368
5599,5100,9.30766,45.47367
5600,5100,9.31066,45.47366
5601,7005,9.01302,45.4762
5602,7005,9.01602,45.4762
5603,7005,9.01903,45.4762
5604,7005,9.02204,45.4762
5605,7005,9.02504,45.4762
5606,7005,9.02805,45.4762
5607,7005,9.03106,45.4762
5608,7005,9.03406,45.4762
5609,7005,9.03707,45.47619
5610,7005,9.04008,45.47619
5611,6015,9.04308,45.47619
5612,6015,9.04609,45.47619
5613,6015,9.0491,45.47619
5614,6015,9.0521,45.47619
5615,6015,9.05511,45.47619
5616,6015,9.05812,45.47619
5617,6015,9.06112,45.47618
5618,6015,9.06413,45.47618
5619,6015,9.06714,45.47618
5620,6015,9.07014,45.47618
5621,6015,9.07315,45.47618
5622,4826,9.07616,45.47618
5623,4826,9.07916,45.47617
5624,4826,9.08217,45.47617
5625,4826,9.08518,45.47617
5626,4826,9.08818,45.47617
5627,4826,9.09119,45.47616
5628,4826,9.0942,45.47616
5629,4826,9.0972,45.47616
5630,4826,9.10021,45.47616
5631,4826,9.10322,45.47615
5632,4826,9.10622,45.47615
5633,4826,9.10923,45.47615
5634,5437,9.11224,45.47615
5635,5437,9.11524,45.47614
5636,5437,9.11825,45.47614
5637,5437,9.12126,45.47614
5638,5639,9.12426,45.47613
5639,5639,9.12727,45.47613
5640,5639,9.13028,45.47613
5641,5441,9.13328,45.47612
5642,5441,9.13629,45.47612
5643,5643,9.1393,45.47612
5644,5744,9.1423,45.47611
5645,5744,9.14531,45.47611
5646,5744,9.14832,45.4761
5647,5349,9.15132,45.4761
5648,5349,9.15433,45.4761
5649,5349,9.15734,45.47609
5650,5349,9.16034,45.47609
5651,5553,9.16335,45.47608
5652,5553,9.16636,45.47608
5653,5553,9.16936,45.47608
5654,5857,9.17237,45.47607
5655,5857,9.17538,45.47607
5656,5857,9.17838,45.47606
5657,5560,9.18139,45.47606
5658,5560,9.1844,45.47605
5659,5560,9.1874,45.47605
5660,5560,9.19041,45.47604
5661,5560,9.19342,45.47604
5662,5560,9.19642,45.47603
5663,5560,9.19943,45.47603
5664,5566,9.20244,45.47602
5665,5566,9.20544,45.47602
5666,5967,9.20845,45.47601
5667,5569,9.21146,45.47601
5668,5569,9.21446,45.476
5669,5569,9.21747,45.47599
5670,5569,9.22048,45.47599
5671,5569,9.22348,45.47598
5672,5569,9.22649,45.47598
5673,5772,9.2295,45.47597
5674,6072,9.2325,45.47596
5675,5575,9.23551,45.47596
5676,5575,9.23852,45.47595
5677,5575,9.24152,45.47595
5678,5575,9.24453,45.47594
5679,5575,9.24754,45.47593
5680,6072,9.25054,45.47593
5681,5687,9.25355,45.47592
5682,5687,9.25656,45.47591
5683,5687,9.25956,45.47591
5684,5687,9.26257,45.4759
5685,5687,9.26558,45.47589
5686,5687,9.26858,45.47589
5687,5687,9.27159,45.47588
5688,5687,9.2746,45.47587
5689,5687,9.2776,45.47586
5690,5687,9.28061,45.47586
5691,5687,9.28362,45.47585
5692,5687,9.28662,45.47584
5693,5395,9.28963,45.47583
5694,5395,9.29264,45.47583
5695,5395,9.29564,45.47582
5696,5395,9.29865,45.47581
5697,5395,9.30166,45.4758
5698,5100,9.30466,45.47579
5699,5100,9.30767,45.47579
5700,5100,9.31068,45.47578
5701,7005,9.01302,45.47832
5702,7005,9.01603,45.47832
5703,7005,9.01903,45.47831
5704,7005,9.02204,45.47831
5705,7005,9.02505,45.47831
5706,7005,9.02805,45.47831
5707,7005,9.03106,45.47831
5708,7005,9.03407,45.47831
5709,7005,9.03707,45.47831
5710,7005,9.04008,45.47831
5711,6015,9.04309,45.47831
5712,6015,9.04609,45.47831
5713,6015,9.0491,45.47831
5714,6015,9.05211,45.4783
5715,6015,9.05511,45.4783
5716,6015,9.05812,45.4783
5717,6015,9.06113,45.4783
5718,6015,9.06413,45.4783
5719,6015,9.06714,45.4783
5720,6015,9.07015,45.47829
5721,6015,9.07315,45.47829
5722,6015,9.07616,45.47829
5723,4826,9.07917,45.47829
5724,4826,9.08217,45.47829
5725,4826,9.08518,45.47828
5726,4826,9.08819,45.47828
5727,4826,9.09119,45.47828
5728,4826,9.0942,45.47828
5729,4826,9.09721,45.47827
5730,4826,9.10022,45.47827
5731,4826,9.10322,45.47827
5732,4826,9.10623,45.47827
5733,4826,9.10924,45.47826
5734,5437,9.11224,45.47826
5735,5437,9.11525,45.47826
5736,5437,9.11826,45.47825
5737,5437,9.12126,45.47825
5738,5639,9.12427,45.47825
5739,5639,9.12728,45.47825
5740,5639,9.13028,45.47824
5741,5039,9.13329,45.47824
5742,5744,9.1363,45.47823
5743,5744,9.1393,45.47823
5744,5744,9.14231,45.47823
5745,5744,9.14532,45.47822
5746,5744,9.14832,45.47822
5747,5744,9.15133,45.47822
5748,5744,9.15434,45.47821
5749,5349,9.15734,45.47821
5750,6050,9.16035,45.4782
5751,6050,9.16336,45.4782
5752,5752,9.16636,45.4782
5753,5855,9.16937,45.47819
5754,5855,9.17238,45.47819
5755,5855,9.17538,45.47818
5756,5857,9.17839,45.47818
5757,5857,9.1814,45.47817
5758,5560,9.1844,45.47817
5759,5560,9.18741,45.47816
5760,5560,9.19042,45.47816
5761,5560,9.19342,45.47815
5762,5560,9.19643,45.47815
5763,5862,9.19944,45.47814
5764,5967,9.20245,45.47814
5765,5967,9.20545,45.47813
5766,5967,9.20846,45.47813
5767,5967,9.21147,45.47812
5768,5569,9.21447,45.47811
5769,5569,9.21748,45.47811
5770,5569,9.22049,45.4781
5771,5569,9.22349,45.4781
5772,6072,9.2265,45.47809
5773,6072,9.22951,45.47809
5774,6072,9.23251,45.47808
5775,6072,9.23552,45.47807
5776,6072,9.23853,45.47807
5777,5575,9.24153,45.47806
5778,5575,9.24454,45.47805
5779,6072,9.24755,45.47805
5780,6072,9.25055,45.47804
5781,5687,9.25356,45.47803
5782,5687,9.25657,45.47803
5783,5687,9.25957,45.47802
5784,5687,9.26258,45.47801
5785,5687,9.26559,45.47801
5786,5687,9.26859,45.478
5787,5687,9.2716,45.47799
5788,5687,9.27461,45.47799
5789,5687,9.27761,45.47798
5790,5687,9.28062,45.47797
5791,5687,9.28363,45.47796
5792,5687,9.28663,45.47796
5793,5395,9.28964,45.47795
5794,5395,9.29265,45.47794
5795,5395,9.29565,45.47793
5796,5395,9.29866,45.47793
5797,5395,9.30167,45.47792
5798,5100,9.30467,45.47791
5799,5100,9.30768,45.4779
5800,5100,9.31069,45.47789
5801,7005,9.01302,45.48043
5802,7005,9.01603,45.48043
5803,7005,9.01903,45.48043
5804,7005,9.02204,45.48043
5805,7005,9.02505,45.48043
5806,7005,9.02805,45.48043
5807,7005,9.03106,45.48043
5808,7005,9.03407,45.48043
5809,7005,9.03707,45.48043
5810,7005,9.04008,45.48042
5811,7005,9.04309,45.48042
5812,6015,9.04609,45.48042
5813,6015,9.0491,45.48042
5814,6015,9.05211,45.48042
5815,6015,9.05512,45.48042
5816,6015,9.05812,45.48042
5817,6015,9.06113,45.48042
5818,6015,9.06414,45.48041
5819,6015,9.06714,45.48041
5820,6015,9.07015,45.48041
5821,6015,9.07316,45.48041
5822,5737,9.07616,45.48041
5823,4826,9.07917,45.4804
5824,4826,9.08218,45.4804
5825,4826,9.08518,45.4804
5826,4826,9.08819,45.4804
5827,4826,9.0912,45.4804
5828,4826,9.09421,45.48039
5829,4826,9.09721,45.48039
5830,4826,9.10022,45.48039
5831,4826,9.10323,45.48038
5832,6634,9.10623,45.48038
5833,6634,9.10924,45.48038
5834,6634,9.11225,45.48038
5835,5437,9.11525,45.48037
5836,5437,9.11826,45.48037
5837,6138,9.12127,45.48037
5838,6138,9.12427,45.48036
5839,6138,9.12728,45.48036
5840,6138,9.13029,45.48036
5841,5744,9.13329,45.48035
5842,5744,9.1363,45.48035
5843,5744,9.13931,45.48035
5844,5744,9.14232,45.48034
5845,5744,9.14532,45.48034
5846,5744,9.14833,45.48034
5847,5744,9.15134,45.48033
5848,6050,9.15434,45.48033
5849,6050,9.15735,45.48032
5850,6050,9.16036,45.48032
5851,6050,9.16336,45.48031
5852,6050,9.16637,45.48031
5853,5855,9.16938,45.48031
5854,5855,9.17238,45.4803
5855,5855,9.17539,45.4803
5856,5857,9.1784,45.48029
5857,5857,9.1814,45.48029
5858,5857,9.18441,45.48028
5859,6059,9.18742,45.48028
5860,6059,9.19043,45.48027
5861,5862,9.19343,45.48027
5862,5862,9.19644,45.48026
5863,5862,9.19945,45.48026
5864,6165,9.20245,45.48025
5865,5967,9.20546,45.48025
5866,5967,9.20847,45.48024
5867,5967,9.21147,45.48024
5868,5967,9.21448,45.48023
5869,5967,9.21749,45.48022
5870,6072,9.22049,45.48022
5871,6072,9.2235,45.48021
5872,6072,9.22651,45.48021
5873,6072,9.22951,45.4802
5874,6072,9.23252,45.48019
5875,6072,9.23553,45.48019
5876,6072,9.23853,45.48018
5877,6072,9.24154,45.48018
5878,6072,9.24455,45.48017
5879,6072,9.24756,45.48016
5880,6073,9.25056,45.48016
5881,6073,9.25357,45.48015
5882,5687,9.25658,45.48014
5883,5687,9.25958,45.48014
5884,5687,9.26259,45.48013
5885,5687,9.2656,45.48012
5886,5687,9.2686,45.48012
5887,5687,9.27161,45.48011
5888,5687,9.27462,45.4801
5889,5687,9.27762,45.48009
5890,5687,9.28063,45.48009
5891,5687,9.28364,45.48008
5892,5687,9.28664,45.48007
5893,5395,9.28965,45.48006
5894,5395,9.29266,45.48006
5895,5395,9.29566,45.48005
5896,5395,9.29867,45.48004
5897,5395,9.30168,45.48003
5898,5395,9.30469,45.48003
5899,5100,9.30769,45.48002
5900,5999,9.3107,45.48001
5901,7005,9.01302,45.48255
5902,7005,9.01603,45.48255
5903,7005,9.01903,45.48255
5904,7005,9.02204,45.48254
5905,7005,9.02505,45.48254
5906,7005,9.02805,45.48254
5907,7005,9.03106,45.48254
5908,7005,9.03407,45.48254
5909,7005,9.03708,45.48254
5910,7005,9.04008,45.48254
5911,7005,9.04309,45.48254
5912,6015,9.0461,45.48254
5913,6015,9.0491,45.48254
5914,6015,9.05211,45.48253
5915,6015,9.05512,45.48253
5916,6015,9.05812,45.48253
5917,6015,9.06113,45.48253
5918,6015,9.06414,45.48253
5919,6015,9.06715,45.48253
5920,6015,9.07015,45.48253
5921,5737,9.07316,45.48252
5922,5737,9.07617,45.48252
5923,5737,9.07917,45.48252
5924,5737,9.08218,45.48252
5925,4826,9.08519,45.48251
5926,4826,9.08819,45.48251
5927,4826,9.0912,45.48251
5928,4826,9.09421,45.48251
5929,4826,9.09722,45.48251
5930,6634,9.10022,45.4825
5931,6634,9.10323,45.4825
5932,6634,9.10624,45.4825
5933,6634,9.10924,45.48249
5934,6634,9.11225,45.48249
5935,6634,9.11526,45.48249
5936,4967,9.11826,45.48249
5937,4967,9.12127,45.48248
5938,6138,9.12428,45.48248
5939,6138,9.12729,45.48248
5940,6138,9.13029,45.48247
5941,6138,9.1333,45.48247
5942,5744,9.13631,45.48247
5943,5744,9.13931,45.48246
5944,5744,9.14232,45.48246
5945,5744,9.14533,45.48245
5946,5744,9.14833,45.48245
5947,6345,9.15134,45.48245
5948,6050,9.15435,45.48244
5949,6050,9.15736,45.48244
5950,6050,9.16036,45.48243
5951,6050,9.16337,45.48243
5952,6050,9.16638,45.48243
5953,5855,9.16938,45.48242
5954,5855,9.17239,45.48242
5955,5855,9.1754,45.48241
5956,5857,9.1784,45.48241
5957,5857,9.18141,45.4824
5958,6059,9.18442,45.4824
5959,6059,9.18743,45.48239
5960,6059,9.19043,45.48239
5961,5862,9.19344,45.48238
5962,5862,9.19645,45.48238
5963,5862,9.19945,45.48237
5964,6165,9.20246,45.48237
5965,6165,9.20547,45.48236
5966,5967,9.20847,45.48236
5967,5967,9.21148,45.48235
5968,5967,9.21449,45.48235
5969,5967,9.2175,45.48234
5970,6072,9.2205,45.48233
5971,6072,9.22351,45.48233
5972,6072,9.22652,45.48232
5973,6072,9.22952,45.48232
5974,6072,9.23253,45.48231
5975,6072,9.23554,45.4823
5976,6072,9.23854,45.4823
5977,6072,9.24155,45.48229
5978,6072,9.24456,45.48228
5979,6073,9.24756,45.48228
5980,6073,9.25057,45.48227
5981,6073,9.25358,45.48227
5982,6073,9.25659,45.48226
5983,5687,9.25959,45.48225
5984,5687,9.2626,45.48224
5985,5687,9.26561,45.48224
5986,5687,9.26861,45.48223
5987,5687,9.27162,45.48222
5988,5687,9.27463,45.48222
5989,5687,9.27763,45.48221
5990,5687,9.28064,45.4822
5991,5687,9.28365,45.48219
5992,6396,9.28666,45.48219
5993,6396,9.28966,45.48218
5994,6396,9.29267,45.48217
5995,6396,9.29568,45.48216
5996,5395,9.29868,45.48216
5997,5395,9.30169,45.48215
5998,5999,9.3047,45.48214
5999,5999,9.3077,45.48213
6000,5999,9.31071,45.48212
6001,7005,9.01302,45.48466
6002,7005,9.01603,45.48466
6003,7005,9.01903,45.48466
6004,7005,9.02204,45.48466
6005,7005,9.02505,45.48466
6006,7005,9.02806,45.48466
6007,7005,9.03106,45.48466
6008,7005,9.03407,45.48466
6009,7005,9.03708,45.48466
6010,7005,9.04008,45.48465
6011,6015,9.04309,45.48465
6012,6015,9.0461,45.48465
6013,6015,9.04911,45.48465
6014,6015,9.05211,45.48465
6015,6015,9.05512,45.48465
6016,6015,9.05813,45.48465
6017,6015,9.06113,45.48465
6018,6015,9.06414,45.48464
6019,6015,9.06715,45.48464
6020,6015,9.07016,45.48464
6021,5737,9.07316,45.48464
6022,5737,9.07617,45.48464
6023,5737,9.07918,45.48463
6024,5737,9.08218,45.48463
6025,4826,9.08519,45.48463
6026,4826,9.0882,45.48463
6027,4826,9.09121,45.48463
6028,6634,9.09421,45.48462
6029,6634,9.09722,45.48462
6030,6634,9.10023,45.48462
6031,6634,9.10323,45.48462
6032,6634,9.10624,45.48461
6033,6634,9.10925,45.48461
6034,6634,9.11225,45.48461
6035,6634,9.11526,45.4846
6036,6634,9.11827,45.4846
6037,6138,9.12128,45.4846
6038,6138,9.12428,45.48459
6039,6138,9.12729,45.48459
6040,6138,9.1303,45.48459
6041,6138,9.1333,45.48458
6042,5744,9.13631,45.48458
6043,5744,9.13932,45.48458
6044,6345,9.14233,45.48457
6045,6345,9.14533,45.48457
6046,6345,9.14834,45.48457
6047,6345,9.15135,45.48456
6048,6050,9.15435,45.48456
6049,6050,9.15736,45.48455
6050,6050,9.16037,45.48455
6051,6050,9.16338,45.48455
6052,6050,9.16638,45.48454
6053,6050,9.16939,45.48454
6054,6050,9.1724,45.48453
6055,5855,9.1754,45.48453
6056,5857,9.17841,45.48452
6057,5857,9.18142,45.48452
6058,6059,9.18443,45.48451
6059,6059,9.18743,45.48451
6060,6059,9.19044,45.4845
6061,6162,9.19345,45.4845
6062,6162,9.19645,45.48449
6063,6165,9.19946,45.48449
6064,6165,9.20247,45.48448
6065,6165,9.20547,45.48448
6066,5967,9.20848,45.48447
6067,5967,9.21149,45.48447
6068,5967,9.2145,45.48446
6069,5967,9.2175,45.48445
6070,6072,9.22051,45.48445
6071,6072,9.22352,45.48444
6072,6072,9.22652,45.48444
6073,6072,9.22953,45.48443
6074,6072,9.23254,45.48443
6075,6072,9.23555,45.48442
6076,6072,9.23855,45.48441
6077,6077,9.24156,45.48441
6078,6077,9.24457,45.4844
6079,6396,9.24757,45.48439
6080,6396,9.25058,45.48439
6081,6073,9.25359,45.48438
6082,6073,9.2566,45.48437
6083,5687,9.2596,45.48437
6084,5687,9.26261,45.48436
6085,5687,9.26562,45.48435
6086,5687,9.26862,45.48435
6087,5687,9.27163,45.48434
6088,5687,9.27464,45.48433
6089,5687,9.27764,45.48432
6090,5687,9.28065,45.48432
6091,6396,9.28366,45.48431
6092,6396,9.28667,45.4843
6093,6396,9.28967,45.48429
6094,6396,9.29268,45.48429
6095,6396,9.29569,45.48428
6096,6396,9.29869,45.48427
6097,6396,9.3017,45.48426
6098,5999,9.30471,45.48426
6099,5999,9.30772,45.48425
6100,5999,9.31072,45.48424
6101,7005,9.01302,45.48678
6102,7005,9.01603,45.48678
6103,7005,9.01904,45.48678
6104,7005,9.02204,45.48678
6105,7005,9.02505,45.48677
6106,7005,9.02806,45.48677
6107,7005,9.03106,45.48677
6108,7005,9.03407,45.48677
6109,7005,9.03708,45.48677
6110,7005,9.04009,45.48677
6111,6015,9.04309,45.48677
6112,6015,9.0461,45.48677
6113,6015,9.04911,45.48677
6114,6015,9.05211,45.48677
6115,6015,9.05512,45.48676
6116,6015,9.05813,45.48676
6117,6015,9.06114,45.48676
6118,6015,9.06414,45.48676
6119,6015,9.06715,45.48676
6120,6015,9.07016,45.48676
6121,5737,9.07317,45.48675
6122,5737,9.07617,45.48675
6123,5737,9.07918,45.48675
6124,5737,9.08219,45.48675
6125,5737,9.08519,45.48675
6126,4826,9.0882,45.48674
6127,6634,9.09121,45.48674
6128,6634,9.09422,45.48674
6129,6634,9.09722,45.48674
6130,6634,9.10023,45.48673
6131,6634,9.10324,45.48673
6132,6634,9.10624,45.48673
6133,6634,9.10925,45.48673
6134,6634,9.11226,45.48672
6135,6634,9.11527,45.48672
6136,6634,9.11827,45.48672
6137,6138,9.12128,45.48671
6138,6138,9.12429,45.48671
6139,6138,9.1273,45.48671
6140,6138,9.1303,45.4867
6141,6138,9.13331,45.4867
6142,5744,9.13632,45.4867
6143,6345,9.13932,45.48669
6144,6345,9.14233,45.48669
6145,6345,9.14534,45.48668
6146,6345,9.14835,45.48668
6147,6345,9.15135,45.48668
6148,6050,9.15436,45.48667
6149,6050,9.15737,45.48667
6150,6050,9.16037,45.48666
6151,6050,9.16338,45.48666
6152,6050,9.16639,45.48666
6153,6050,9.1694,45.48665
6154,6050,9.1724,45.48665
6155,5855,9.17541,45.48664
6156,6457,9.17842,45.48664
6157,6457,9.18142,45.48663
6158,6059,9.18443,45.48663
6159,6059,9.18744,45.48662
6160,6162,9.19045,45.48662
6161,6162,9.19345,45.48661
6162,6162,9.19646,45.48661
6163,6165,9.19947,45.4866
6164,6165,9.20248,45.4866
6165,6165,9.20548,45.48659
6166,6165,9.20849,45.48659
6167,6165,9.2115,45.48658
6168,5967,9.2145,45.48658
6169,5967,9.21751,45.48657
6170,6072,9.22052,45.48656
6171,6072,9.22353,45.48656
6172,6072,9.22653,45.48655
6173,6072,9.22954,45.48655
6174,6072,9.23255,45.48654
6175,6375,9.23555,45.48653
6176,6375,9.23856,45.48653
6177,6375,9.24157,45.48652
6178,6375,9.24458,45.48652
6179,6375,9.24758,45.48651
6180,6396,9.25059,45.4865
6181,6073,9.2536,45.4865
6182,6375,9.2566,45.48649
6183,6375,9.25961,45.48648
6184,6385,9.26262,45.48648
6185,6385,9.26563,45.48647
6186,6385,9.26863,45.48646
6187,6385,9.27164,45.48645
6188,6385,9.27465,45.48645
6189,6385,9.27765,45.48644
6190,6385,9.28066,45.48643
6191,6385,9.28367,45.48643
6192,6396,9.28668,45.48642
6193,6396,9.28968,45.48641
6194,6396,9.29269,45.4864
6195,6396,9.2957,45.48639
6196,6396,9.29871,45.48639
6197,6396,9.30171,45.48638
6198,6396,9.30472,45.48637
6199,5999,9.30773,45.48636
6200,5999,9.31073,45.48635
6201,7005,9.01302,45.48889
6202,7005,9.01603,45.48889
6203,7005,9.01904,45.48889
6204,7005,9.02204,45.48889
6205,7005,9.02505,45.48889
6206,7005,9.02806,45.48889
6207,7005,9.03107,45.48889
6208,7005,9.03407,45.48889
6209,7005,9.03708,45.48889
6210,6015,9.04009,45.48889
6211,6015,9.04309,45.48888
6212,6015,9.0461,45.48888
6213,6015,9.04911,45.48888
6214,6015,9.05212,45.48888
6215,6015,9.05512,45.48888
6216,6015,9.05813,45.48888
6217,6015,9.06114,45.48888
6218,6015,9.06415,45.48887
6219,6015,9.06715,45.48887
6220,5737,9.07016,45.48887
6221,5737,9.07317,45.48887
6222,5737,9.07618,45.48887
6223,5737,9.07918,45.48887
6224,5737,9.08219,45.48886
6225,5737,9.0852,45.48886
6226,6634,9.0882,45.48886
6227,6634,9.09121,45.48886
6228,6634,9.09422,45.48885
6229,6634,9.09723,45.48885
6230,6634,9.10023,45.48885
6231,6634,9.10324,45.48885
6232,6634,9.10625,45.48884
6233,6634,9.10926,45.48884
6234,6634,9.11226,45.48884
6235,6634,9.11527,45.48883
6236,6634,9.11828,45.48883
6237,6634,9.12129,45.48883
6238,6138,9.12429,45.48882
6239,6138,9.1273,45.48882
6240,6138,9.13031,45.48882
6241,6138,9.13331,45.48881
6242,6138,9.13632,45.48881
6243,6345,9.13933,45.48881
6244,6345,9.14234,45.4888
6245,6345,9.14534,45.4888
6246,6345,9.14835,45.4888
6247,6345,9.15136,45.48879
6248,6148,9.15437,45.48879
6249,6050,9.15737,45.48878
6250,6050,9.16038,45.48878
6251,6050,9.16339,45.48878
6252,6050,9.1664,45.48877
6253,6050,9.1694,45.48877
6254,6050,9.17241,45.48876
6255,6050,9.17542,45.48876
6256,6457,9.17842,45.48875
6257,6457,9.18143,45.48875
6258,6457,9.18444,45.48874
6259,6162,9.18745,45.48874
6260,6162,9.19045,45.48873
6261,6162,9.19346,45.48873
6262,6162,9.19647,45.48872
6263,6165,9.19948,45.48872
6264,6165,9.20248,45.48871
6265,6165,9.20549,45.48871
6266,6165,9.2085,45.4887
6267,6165,9.2115,45.4887
6268,6371,9.21451,45.48869
6269,6371,9.21752,45.48869
6270,6371,9.22053,45.48868
6271,6371,9.22353,45.48867
6272,6072,9.22654,45.48867
6273,6072,9.22955,45.48866
6274,6072,9.23256,45.48866
6275,6375,9.23556,45.48865
6276,6375,9.23857,45.48864
6277,6375,9.24158,45.48864
6278,6375,9.24459,45.48863
6279,6375,9.24759,45.48862
6280,6375,9.2506,45.48862
6281,6375,9.25361,45.48861
6282,6375,9.25661,45.4886
6283,6375,9.25962,45.4886
6284,6385,9.26263,45.48859
6285,6385,9.26564,45.48858
6286,6385,9.26864,45.48858
6287,6385,9.27165,45.48857
6288,6385,9.27466,45.48856
6289,6385,9.27767,45.48856
6290,6385,9.28067,45.48855
6291,6385,9.28368,45.48854
6292,6396,9.28669,45.48853
6293,6396,9.28969,45.48853
6294,6396,9.2927,45.48852
6295,6396,9.29571,45.48851
6296,6396,9.29872,45.4885
6297,6396,9.30172,45.48849
6298,6396,9.30473,45.48849
6299,5999,9.30774,45.48848
6300,5999,9.31075,45.48847
6301,7005,9.01302,45.49101
6302,7005,9.01603,45.49101
6303,7005,9.01904,45.49101
6304,7005,9.02204,45.49101
6305,7005,9.02505,45.49101
6306,7005,9.02806,45.491
6307,7005,9.03107,45.491
6308,7005,9.03407,45.491
6309,7005,9.03708,45.491
6310,6015,9.04009,45.491
6311,6015,9.0431,45.491
6312,6015,9.0461,45.491
6313,6015,9.04911,45.491
6314,6015,9.05212,45.491
6315,6015,9.05513,45.49099
6316,6015,9.05813,45.49099
6317,6015,9.06114,45.49099
6318,6015,9.06415,45.49099
6319,6015,9.06716,45.49099
6320,5737,9.07016,45.49099
6321,5737,9.07317,45.49098
6322,5737,9.07618,45.49098
6323,5737,9.07919,45.49098
6324,5737,9.08219,45.49098
6325,7026,9.0852,45.49098
6326,6634,9.08821,45.49097
6327,6634,9.09122,45.49097
6328,6634,9.09422,45.49097
6329,6634,9.09723,45.49097
6330,6634,9.10024,45.49096
6331,6634,9.10325,45.49096
6332,6634,9.10625,45.49096
6333,6634,9.10926,45.49096
6334,6634,9.11227,45.49095
6335,6634,9.11527,45.49095
6336,6634,9.11828,45.49095
6337,6634,9.12129,45.49094
6338,6634,9.1243,45.49094
6339,6138,9.1273,45.49094
6340,6138,9.13031,45.49093
6341,6138,9.13332,45.49093
6342,7240,9.13633,45.49093
6343,6345,9.13933,45.49092
6344,6345,9.14234,45.49092
6345,6345,9.14535,45.49092
6346,6345,9.14836,45.49091
6347,6345,9.15136,45.49091
6348,6345,9.15437,45.4909
6349,6345,9.15738,45.4909
6350,6050,9.16039,45.4909
